Date,Company,Price,Daily_Return,Volume_M
2024-09-19,Microsoft,417.04,-0.598,76.3
2024-09-20,Microsoft,420.18,0.752,73.7
2024-09-23,Microsoft,415.45,-1.126,102.4
2024-09-24,Microsoft,420.68,1.259,89.8
2024-09-25,Microsoft,423.31,0.627,148.3
2024-09-26,Microsoft,426.86,0.837,54.4
2024-09-27,Microsoft,425.11,-0.41,95.5
2024-09-30,Microsoft,424.43,-0.161,64.1
2024-10-01,Microsoft,419.41,-1.182,53.9
2024-10-02,Microsoft,417.47,-0.463,79.7
2024-10-03,Microsoft,418.93,0.35,84.1
2024-10-04,Microsoft,423.1,0.995,167.5
2024-10-07,Microsoft,419.17,-0.929,74.5
2024-10-08,Microsoft,417.73,-0.341,46.1
2024-10-09,Microsoft,417.02,-0.172,88.2
2024-10-10,Microsoft,412.17,-1.162,17.8
2024-10-11,Microsoft,413.91,0.421,77.2
2024-10-14,Microsoft,411.29,-0.632,80.5
2024-10-15,Microsoft,410.42,-0.212,103.8
2024-10-16,Microsoft,408.7,-0.418,109.2
2024-10-17,Microsoft,405.89,-0.688,64.9
2024-10-18,Microsoft,405.62,-0.066,75.5
2024-10-21,Microsoft,404.67,-0.234,57.0
2024-10-22,Microsoft,403.21,-0.36,46.2
2024-10-23,Microsoft,400.61,-0.645,89.3
2024-10-24,Microsoft,401.37,0.19,41.8
2024-10-25,Microsoft,406.45,1.263,67.6
2024-10-28,Microsoft,406.62,0.043,50.1
2024-10-29,Microsoft,409.59,0.729,96.5
2024-10-30,Microsoft,404.77,-1.177,134.0
2024-10-31,Microsoft,404.98,0.053,41.0
2024-11-01,Microsoft,401.14,-0.948,24.4
2024-11-04,Microsoft,396.13,-1.25,76.3
2024-11-05,Microsoft,393.49,-0.667,80.5
2024-11-06,Microsoft,396.95,0.878,86.6
2024-11-07,Microsoft,399.65,0.682,66.6
2024-11-08,Microsoft,400.1,0.113,74.0
2024-11-11,Microsoft,394.9,-1.301,91.0
2024-11-12,Microsoft,393.94,-0.242,111.2
2024-11-13,Microsoft,394.56,0.155,21.3
2024-11-14,Microsoft,394.76,0.053,68.9
2024-11-15,Microsoft,388.64,-1.552,86.4
2024-11-18,Microsoft,385.53,-0.8,52.5
2024-11-19,Microsoft,384.97,-0.144,131.9
2024-11-20,Microsoft,386.27,0.336,60.9
2024-11-21,Microsoft,379.18,-1.835,78.8
2024-11-22,Microsoft,378.32,-0.226,96.7
2024-11-25,Microsoft,378.38,0.016,62.3
2024-11-26,Microsoft,380.58,0.581,24.6
2024-11-27,Microsoft,382.31,0.454,67.1
2024-11-28,Microsoft,383.69,0.363,110.9
2024-11-29,Microsoft,380.85,-0.742,69.9
2024-12-02,Microsoft,374.68,-1.62,54.6
2024-12-03,Microsoft,373.1,-0.422,107.8
2024-12-04,Microsoft,375.69,0.694,70.1
2024-12-05,Microsoft,379.48,1.009,64.7
2024-12-06,Microsoft,381.21,0.457,84.5
2024-12-09,Microsoft,382.08,0.229,103.1
2024-12-10,Microsoft,382.8,0.188,151.5
2024-12-11,Microsoft,380.65,-0.561,104.8
2024-12-12,Microsoft,379.8,-0.223,114.8
2024-12-13,Microsoft,384.44,1.221,64.8
2024-12-16,Microsoft,381.09,-0.873,49.2
2024-12-17,Microsoft,385.56,1.174,81.9
2024-12-18,Microsoft,384.08,-0.383,83.2
2024-12-19,Microsoft,387.68,0.937,47.6
2024-12-20,Microsoft,382.85,-1.247,74.7
2024-12-23,Microsoft,384.14,0.338,92.0
2024-12-24,Microsoft,381.37,-0.72,90.8
2024-12-25,Microsoft,376.57,-1.259,95.1
2024-12-26,Microsoft,376.72,0.038,88.7
2024-12-27,Microsoft,379.25,0.671,64.8
2024-12-30,Microsoft,376.16,-0.813,64.6
2024-12-31,Microsoft,371.15,-1.332,44.0
2020-01-01,NVIDIA,59.78,0.0,88.5
2020-01-02,NVIDIA,58.83,-1.595,69.8
2020-01-03,NVIDIA,57.8,-1.751,78.8
2020-01-06,NVIDIA,56.48,-2.269,80.6
2020-01-07,NVIDIA,56.96,0.835,55.9
2020-01-08,NVIDIA,55.64,-2.312,97.4
2020-01-09,NVIDIA,54.66,-1.769,93.8
2020-01-10,NVIDIA,54.07,-1.064,126.2
2020-01-13,NVIDIA,53.6,-0.877,117.7
2020-01-14,NVIDIA,53.3,-0.551,59.4
2020-01-15,NVIDIA,53.4,0.171,104.6
2020-01-16,NVIDIA,52.96,-0.822,51.5
2020-01-17,NVIDIA,51.89,-2.009,100.9
2020-01-20,NVIDIA,51.2,-1.334,64.5
2020-01-21,NVIDIA,50.77,-0.839,49.3
2020-01-22,NVIDIA,51.09,0.617,88.4
2020-01-23,NVIDIA,50.02,-2.085,0.2
2020-01-24,NVIDIA,50.03,0.025,27.5
2020-01-27,NVIDIA,49.66,-0.738,74.7
2020-01-28,NVIDIA,49.58,-0.162,82.5
2020-01-29,NVIDIA,49.16,-0.856,68.9
2020-01-30,NVIDIA,48.48,-1.388,32.6
2020-01-31,NVIDIA,48.44,-0.069,55.5
2020-02-03,NVIDIA,48.4,-0.091,91.7
2020-02-04,NVIDIA,48.5,0.219,97.5
2020-02-05,NVIDIA,48.26,-0.512,79.5
2020-02-06,NVIDIA,47.81,-0.923,114.7
2020-02-07,NVIDIA,47.03,-1.625,91.9
2020-02-10,NVIDIA,47.18,0.32,57.6
2020-02-11,NVIDIA,47.21,0.059,71.6
2020-02-12,NVIDIA,46.74,-0.992,37.9
2020-02-13,NVIDIA,46.46,-0.599,76.8
2020-02-14,NVIDIA,46.24,-0.487,113.4
2020-02-17,NVIDIA,45.66,-1.24,100.6
2020-02-18,NVIDIA,45.36,-0.66,122.1
2020-02-19,NVIDIA,44.97,-0.859,70.9
2020-02-20,NVIDIA,44.87,-0.233,120.4
2020-02-21,NVIDIA,44.67,-0.443,74.2
2020-02-24,NVIDIA,44.18,-1.099,124.1
2020-02-25,NVIDIA,45.01,1.881,79.3
2020-02-26,NVIDIA,45.6,1.304,101.2
2020-02-27,NVIDIA,45.47,-0.283,124.3
2020-02-28,NVIDIA,45.74,0.605,74.2
2020-03-02,NVIDIA,46.09,0.766,86.6
2020-03-03,NVIDIA,46.76,1.435,118.7
2020-03-04,NVIDIA,46.69,-0.141,76.0
2020-03-05,NVIDIA,47.36,1.438,40.4
2020-03-06,NVIDIA,47.43,0.154,144.3
2020-03-09,NVIDIA,47.23,-0.438,65.9
2020-03-10,NVIDIA,47.82,1.253,84.8
2020-03-11,NVIDIA,48.65,1.748,114.7
2020-03-12,NVIDIA,50.04,2.843,61.7
2020-03-13,NVIDIA,49.94,-0.195,49.8
2020-03-16,NVIDIA,50.62,1.363,87.6
2020-03-17,NVIDIA,50.87,0.496,26.2
2020-03-18,NVIDIA,51.63,1.488,71.4
2020-03-19,NVIDIA,51.47,-0.3,87.4
2020-03-20,NVIDIA,51.42,-0.11,71.9
2020-03-23,NVIDIA,51.57,0.303,33.7
2020-03-24,NVIDIA,52.09,1.013,127.8
2020-03-25,NVIDIA,52.33,0.453,83.1
2020-03-26,NVIDIA,53.13,1.523,122.9
2020-03-27,NVIDIA,54.11,1.84,72.2
2020-03-30,NVIDIA,54.92,1.509,53.6
2020-03-31,NVIDIA,56.22,2.356,88.1
2020-04-01,NVIDIA,57.0,1.39,73.5
2020-04-02,NVIDIA,57.05,0.087,44.7
2020-04-03,NVIDIA,58.29,2.187,124.1
2020-04-06,NVIDIA,58.64,0.601,61.3
2020-04-07,NVIDIA,59.72,1.838,24.8
2020-04-08,NVIDIA,61.15,2.388,119.8
2020-04-09,NVIDIA,62.06,1.485,64.9
2020-04-10,NVIDIA,62.01,-0.081,61.8
2020-04-13,NVIDIA,62.25,0.387,27.0
2020-04-14,NVIDIA,63.62,2.208,132.2
2020-04-15,NVIDIA,64.26,1.0,41.3
2020-04-16,NVIDIA,65.03,1.204,81.8
2020-04-17,NVIDIA,66.17,1.758,107.4
2020-04-20,NVIDIA,67.31,1.709,92.7
2020-04-21,NVIDIA,68.23,1.371,78.2
2020-04-22,NVIDIA,68.89,0.976,29.0
2020-04-23,NVIDIA,69.51,0.892,55.7
2020-04-24,NVIDIA,70.79,1.84,85.6
2020-04-27,NVIDIA,71.91,1.591,56.4
2020-04-28,NVIDIA,72.58,0.932,86.1
2020-04-29,NVIDIA,74.05,2.016,100.5
2020-04-30,NVIDIA,74.81,1.029,108.9
2020-05-01,NVIDIA,75.14,0.443,43.2
2020-05-04,NVIDIA,75.53,0.513,145.9
2020-05-05,NVIDIA,75.78,0.331,103.0
2020-05-06,NVIDIA,76.45,0.895,79.9
2020-05-07,NVIDIA,78.07,2.112,112.7
2020-05-08,NVIDIA,78.42,0.454,151.0
2020-05-11,NVIDIA,79.4,1.249,36.8
2020-05-12,NVIDIA,79.85,0.56,73.2
2020-05-13,NVIDIA,80.54,0.872,8.6
2020-05-14,NVIDIA,80.43,-0.139,85.8
2020-05-15,NVIDIA,81.14,0.888,91.0
2020-05-18,NVIDIA,81.88,0.902,78.8
2020-05-19,NVIDIA,83.09,1.488,60.4
2020-05-20,NVIDIA,84.11,1.222,18.5
2020-05-21,NVIDIA,84.17,0.068,91.2
2020-05-22,NVIDIA,85.77,1.903,123.7
2020-05-25,NVIDIA,86.78,1.183,62.3
2020-05-26,NVIDIA,87.79,1.164,93.2
2020-05-27,NVIDIA,88.66,0.986,33.0
2020-05-28,NVIDIA,89.16,0.566,93.7
2020-05-29,NVIDIA,90.19,1.149,68.2
2020-06-01,NVIDIA,91.4,1.348,57.1
2020-06-02,NVIDIA,90.99,-0.449,57.2
2020-06-03,NVIDIA,91.45,0.507,68.2
2020-06-04,NVIDIA,92.12,0.725,91.5
2020-06-05,NVIDIA,93.15,1.126,40.6
2020-06-08,NVIDIA,94.9,1.876,68.1
2020-06-09,NVIDIA,95.16,0.275,78.8
2020-06-10,NVIDIA,95.62,0.484,47.0
2020-06-11,NVIDIA,96.06,0.46,133.9
2020-06-12,NVIDIA,96.27,0.217,54.4
2020-06-15,NVIDIA,96.82,0.57,59.9
2020-06-16,NVIDIA,98.23,1.461,50.7
2020-06-17,NVIDIA,98.21,-0.021,134.0
2020-06-18,NVIDIA,99.35,1.158,96.6
2020-06-19,NVIDIA,98.79,-0.563,51.9
2020-06-22,NVIDIA,99.12,0.336,113.2
2020-06-23,NVIDIA,99.63,0.51,86.0
2020-06-24,NVIDIA,101.74,2.122,87.7
2020-06-25,NVIDIA,102.28,0.529,69.7
2020-06-26,NVIDIA,101.24,-1.021,57.5
2020-06-29,NVIDIA,100.35,-0.874,90.1
2020-06-30,NVIDIA,101.09,0.739,63.6
2020-07-01,NVIDIA,102.3,1.194,134.5
2020-07-02,NVIDIA,103.31,0.988,41.9
2020-07-03,NVIDIA,104.14,0.807,126.1
2020-07-06,NVIDIA,105.81,1.599,76.7
2020-07-07,NVIDIA,106.04,0.213,89.0
2020-07-08,NVIDIA,107.47,1.357,105.0
2020-07-09,NVIDIA,106.74,-0.683,61.1
2020-07-10,NVIDIA,106.62,-0.116,105.9
2020-07-13,NVIDIA,105.72,-0.846,1.2
2020-07-14,NVIDIA,106.1,0.366,58.4
2020-07-15,NVIDIA,106.67,0.538,52.3
2020-07-16,NVIDIA,107.37,0.656,42.4
2020-07-17,NVIDIA,108.02,0.603,73.6
2020-07-20,NVIDIA,107.8,-0.202,91.6
2020-07-21,NVIDIA,108.21,0.378,101.1
2020-07-22,NVIDIA,107.48,-0.677,87.2
2020-07-23,NVIDIA,109.21,1.612,60.0
2020-07-24,NVIDIA,109.49,0.256,91.1
2020-07-27,NVIDIA,109.59,0.097,83.7
2020-07-28,NVIDIA,111.53,1.765,108.1
2020-07-29,NVIDIA,110.94,-0.524,103.3
2020-07-30,NVIDIA,110.46,-0.441,80.9
2020-07-31,NVIDIA,109.98,-0.427,53.1
2020-08-03,NVIDIA,110.41,0.386,60.4
2020-08-04,NVIDIA,111.27,0.778,63.5
2020-08-05,NVIDIA,112.4,1.017,70.5
2020-08-06,NVIDIA,115.21,2.5,88.0
2020-08-07,NVIDIA,113.61,-1.388,101.5
2020-08-10,NVIDIA,114.61,0.884,78.5
2020-08-11,NVIDIA,114.54,-0.061,80.5
2020-08-12,NVIDIA,114.44,-0.094,84.3
2020-08-13,NVIDIA,114.29,-0.129,64.5
2020-08-14,NVIDIA,113.87,-0.368,52.2
2020-08-17,NVIDIA,115.82,1.712,27.3
2020-08-18,NVIDIA,117.0,1.02,59.1
2020-08-19,NVIDIA,117.41,0.352,94.2
2020-08-20,NVIDIA,119.07,1.415,58.9
2020-08-21,NVIDIA,118.01,-0.89,72.9
2020-08-24,NVIDIA,117.12,-0.754,94.0
2020-08-25,NVIDIA,115.44,-1.432,95.6
2020-08-26,NVIDIA,115.14,-0.267,47.6
2020-08-27,NVIDIA,115.61,0.414,109.9
2020-08-28,NVIDIA,116.03,0.359,113.8
2020-08-31,NVIDIA,116.48,0.388,46.1
2020-09-01,NVIDIA,115.47,-0.865,55.3
2020-09-02,NVIDIA,116.51,0.899,115.7
2020-09-03,NVIDIA,117.02,0.437,75.6
2020-09-04,NVIDIA,117.98,0.827,13.4
2020-09-07,NVIDIA,116.48,-1.277,38.0
2020-09-08,NVIDIA,117.03,0.472,72.5
2020-09-09,NVIDIA,116.17,-0.733,45.1
2020-09-10,NVIDIA,116.04,-0.111,67.6
2020-09-11,NVIDIA,116.77,0.629,81.0
2020-09-14,NVIDIA,117.08,0.265,123.9
2020-09-15,NVIDIA,116.5,-0.495,71.3
2020-09-16,NVIDIA,116.71,0.183,112.2
2020-09-17,NVIDIA,115.49,-1.05,122.9
2020-09-18,NVIDIA,116.75,1.089,123.0
2020-09-21,NVIDIA,116.74,-0.009,88.5
2020-09-22,NVIDIA,117.96,1.049,21.1
2020-09-23,NVIDIA,117.63,-0.279,93.8
2020-09-24,NVIDIA,117.3,-0.284,111.5
2020-09-25,NVIDIA,116.73,-0.483,77.6
2020-09-28,NVIDIA,117.69,0.824,132.3
2020-09-29,NVIDIA,117.16,-0.454,105.8
2020-09-30,NVIDIA,117.89,0.624,97.0
2020-10-01,NVIDIA,117.65,-0.207,112.6
2020-10-02,NVIDIA,115.91,-1.478,90.0
2020-10-05,NVIDIA,115.48,-0.37,5.2
2020-10-06,NVIDIA,114.48,-0.861,65.0
2020-10-07,NVIDIA,114.6,0.1,115.9
2020-10-08,NVIDIA,113.59,-0.882,55.8
2020-10-09,NVIDIA,114.5,0.805,73.3
2020-10-12,NVIDIA,114.48,-0.017,48.7
2020-10-13,NVIDIA,114.38,-0.092,133.5
2020-10-14,NVIDIA,115.03,0.571,130.4
2020-10-15,NVIDIA,115.97,0.815,53.5
2020-10-16,NVIDIA,115.99,0.019,84.4
2020-10-19,NVIDIA,115.31,-0.584,59.6
2020-10-20,NVIDIA,113.72,-1.383,98.4
2020-10-21,NVIDIA,113.12,-0.524,95.3
2020-10-22,NVIDIA,112.59,-0.473,104.4
2020-10-23,NVIDIA,112.7,0.101,90.0
2020-10-26,NVIDIA,112.4,-0.263,168.1
2020-10-27,NVIDIA,113.03,0.561,49.2
2020-10-28,NVIDIA,112.49,-0.483,28.7
2020-10-29,NVIDIA,112.44,-0.042,68.2
2020-10-30,NVIDIA,113.51,0.953,33.0
2020-11-02,NVIDIA,113.82,0.273,35.2
2020-11-03,NVIDIA,113.77,-0.051,50.0
2020-11-04,NVIDIA,113.21,-0.485,52.3
2020-11-05,NVIDIA,112.63,-0.512,51.4
2020-11-06,NVIDIA,111.86,-0.686,95.5
2020-11-09,NVIDIA,111.37,-0.441,64.8
2020-11-10,NVIDIA,112.03,0.597,74.6
2020-11-11,NVIDIA,111.82,-0.188,106.8
2020-11-12,NVIDIA,110.61,-1.085,57.0
2020-11-13,NVIDIA,112.17,1.413,72.1
2020-11-16,NVIDIA,112.45,0.245,91.0
2020-11-17,NVIDIA,111.18,-1.13,21.8
2020-11-18,NVIDIA,110.77,-0.364,8.5
2020-11-19,NVIDIA,110.86,0.079,90.4
2020-11-20,NVIDIA,112.37,1.363,94.8
2020-11-23,NVIDIA,111.37,-0.891,141.9
2020-11-24,NVIDIA,112.23,0.777,84.7
2020-11-25,NVIDIA,113.49,1.12,104.6
2020-11-26,NVIDIA,112.92,-0.506,74.1
2020-11-27,NVIDIA,112.67,-0.224,88.9
2020-11-30,NVIDIA,111.73,-0.826,130.0
2020-12-01,NVIDIA,111.56,-0.16,16.3
2020-12-02,NVIDIA,111.53,-0.024,92.4
2020-12-03,NVIDIA,112.13,0.537,144.1
2020-12-04,NVIDIA,113.12,0.887,88.5
2020-12-07,NVIDIA,112.46,-0.583,129.5
2020-12-08,NVIDIA,110.72,-1.545,61.1
2020-12-09,NVIDIA,110.73,0.004,79.0
2020-12-10,NVIDIA,111.02,0.26,81.0
2020-12-11,NVIDIA,111.27,0.228,13.5
2020-12-14,NVIDIA,111.02,-0.228,45.0
2020-12-15,NVIDIA,111.17,0.137,47.1
2020-12-16,NVIDIA,112.57,1.262,104.7
2020-12-17,NVIDIA,112.97,0.353,106.2
2020-12-18,NVIDIA,112.69,-0.246,89.7
2020-12-21,NVIDIA,112.3,-0.342,104.7
2020-12-22,NVIDIA,112.22,-0.073,75.1
2020-12-23,NVIDIA,113.78,1.387,116.1
2020-12-24,NVIDIA,113.7,-0.072,80.3
2020-12-25,NVIDIA,113.77,0.065,81.7
2020-12-28,NVIDIA,113.43,-0.299,72.0
2020-12-29,NVIDIA,114.54,0.977,100.5
2020-12-30,NVIDIA,116.47,1.682,67.4
2020-12-31,NVIDIA,117.01,0.469,109.3
2021-01-01,NVIDIA,117.22,0.18,46.0
2021-01-04,NVIDIA,117.4,0.15,47.0
2021-01-05,NVIDIA,115.33,-1.764,100.6
2021-01-06,NVIDIA,116.17,0.733,77.3
2021-01-07,NVIDIA,116.46,0.248,66.4
2021-01-08,NVIDIA,117.03,0.49,106.7
2021-01-11,NVIDIA,116.54,-0.416,61.8
2021-01-12,NVIDIA,116.37,-0.149,74.0
2021-01-13,NVIDIA,116.18,-0.165,122.0
2021-01-14,NVIDIA,117.33,0.992,126.2
2021-01-15,NVIDIA,117.18,-0.128,127.2
2021-01-18,NVIDIA,119.36,1.863,71.5
2021-01-19,NVIDIA,120.0,0.531,116.9
2021-01-20,NVIDIA,119.01,-0.827,51.5
2021-01-21,NVIDIA,119.11,0.092,52.8
2021-01-22,NVIDIA,118.73,-0.322,9.5
2021-01-25,NVIDIA,116.9,-1.54,130.2
2021-01-26,NVIDIA,118.65,1.498,54.1
2021-01-27,NVIDIA,119.57,0.777,76.2
2021-01-28,NVIDIA,120.34,0.644,52.7
2021-01-29,NVIDIA,120.77,0.352,100.9
2021-02-01,NVIDIA,119.71,-0.88,68.7
2021-02-02,NVIDIA,119.51,-0.161,40.9
2021-02-03,NVIDIA,120.6,0.906,93.2
2021-02-04,NVIDIA,119.86,-0.608,37.0
2021-02-05,NVIDIA,117.73,-1.775,54.9
2021-02-08,NVIDIA,117.8,0.055,16.8
2021-02-09,NVIDIA,117.95,0.126,37.3
2021-02-10,NVIDIA,118.36,0.351,85.4
2021-02-11,NVIDIA,119.34,0.83,21.1
2021-02-12,NVIDIA,120.25,0.759,35.6
2021-02-15,NVIDIA,120.8,0.456,79.9
2021-02-16,NVIDIA,122.26,1.213,63.7
2021-02-17,NVIDIA,121.09,-0.959,139.8
2021-02-18,NVIDIA,121.89,0.658,135.0
2021-02-19,NVIDIA,122.81,0.758,54.0
2021-02-22,NVIDIA,121.91,-0.734,96.7
2021-02-23,NVIDIA,120.76,-0.942,102.5
2021-02-24,NVIDIA,120.35,-0.339,62.1
2021-02-25,NVIDIA,120.03,-0.271,35.1
2021-02-26,NVIDIA,121.06,0.865,79.6
2021-03-01,NVIDIA,120.78,-0.233,74.8
2021-03-02,NVIDIA,120.27,-0.425,66.9
2021-03-03,NVIDIA,119.99,-0.23,93.3
2021-03-04,NVIDIA,121.38,1.161,57.5
2021-03-05,NVIDIA,121.71,0.27,45.4
2021-03-08,NVIDIA,121.85,0.115,83.3
2021-03-09,NVIDIA,122.06,0.17,91.6
2021-03-10,NVIDIA,123.65,1.3,44.7
2021-03-11,NVIDIA,123.22,-0.342,107.8
2021-03-12,NVIDIA,124.85,1.317,26.9
2021-03-15,NVIDIA,125.38,0.425,62.7
2021-03-16,NVIDIA,125.53,0.126,72.3
2021-03-17,NVIDIA,128.4,2.279,60.9
2021-03-18,NVIDIA,127.64,-0.591,63.0
2021-03-19,NVIDIA,127.6,-0.032,136.1
2021-03-22,NVIDIA,126.66,-0.734,54.5
2021-03-23,NVIDIA,127.94,1.014,153.2
2021-03-24,NVIDIA,130.0,1.61,93.1
2021-03-25,NVIDIA,132.07,1.592,82.8
2021-03-26,NVIDIA,133.7,1.228,94.3
2021-03-29,NVIDIA,133.8,0.082,155.9
2021-03-30,NVIDIA,133.73,-0.055,50.2
2021-03-31,NVIDIA,132.27,-1.096,46.4
2021-04-01,NVIDIA,134.75,1.879,57.4
2021-04-02,NVIDIA,135.57,0.607,81.0
2021-04-05,NVIDIA,135.35,-0.165,28.2
2021-04-06,NVIDIA,137.1,1.297,80.7
2021-04-07,NVIDIA,136.34,-0.552,130.8
2021-04-08,NVIDIA,137.09,0.55,84.5
2021-04-09,NVIDIA,137.21,0.084,71.2
2021-04-12,NVIDIA,138.22,0.735,61.5
2021-04-13,NVIDIA,138.45,0.17,107.0
2021-04-14,NVIDIA,137.15,-0.936,55.2
2021-04-15,NVIDIA,137.54,0.281,135.4
2021-04-16,NVIDIA,139.01,1.065,138.0
2021-04-19,NVIDIA,139.28,0.198,87.7
2021-04-20,NVIDIA,140.46,0.846,79.7
2021-04-21,NVIDIA,139.6,-0.612,110.9
2021-04-22,NVIDIA,139.88,0.203,112.8
2021-04-23,NVIDIA,139.5,-0.273,55.8
2021-04-26,NVIDIA,140.66,0.829,64.2
2021-04-27,NVIDIA,141.02,0.255,40.3
2021-04-28,NVIDIA,142.13,0.787,92.3
2021-04-29,NVIDIA,143.71,1.111,100.0
2021-04-30,NVIDIA,144.85,0.794,39.5
2021-05-03,NVIDIA,145.51,0.46,66.3
2021-05-04,NVIDIA,144.71,-0.553,39.6
2021-05-05,NVIDIA,145.06,0.246,53.0
2021-05-06,NVIDIA,144.81,-0.175,96.5
2021-05-07,NVIDIA,144.78,-0.02,58.0
2021-05-10,NVIDIA,144.72,-0.04,71.0
2021-05-11,NVIDIA,143.97,-0.519,31.2
2021-05-12,NVIDIA,142.12,-1.289,85.6
2021-05-13,NVIDIA,141.75,-0.261,78.7
2021-05-14,NVIDIA,142.36,0.434,58.1
2021-05-17,NVIDIA,141.24,-0.791,74.3
2021-05-18,NVIDIA,141.66,0.303,85.4
2021-05-19,NVIDIA,144.26,1.832,55.6
2021-05-20,NVIDIA,145.88,1.126,35.7
2021-05-21,NVIDIA,148.27,1.636,134.2
2021-05-24,NVIDIA,149.2,0.629,61.0
2021-05-25,NVIDIA,151.08,1.262,77.1
2021-05-26,NVIDIA,150.7,-0.252,110.3
2021-05-27,NVIDIA,150.43,-0.181,185.9
2021-05-28,NVIDIA,147.67,-1.833,42.7
2021-05-31,NVIDIA,149.6,1.306,93.5
2021-06-01,NVIDIA,152.0,1.601,58.8
2021-06-02,NVIDIA,151.88,-0.079,63.8
2021-06-03,NVIDIA,152.13,0.168,58.4
2021-06-04,NVIDIA,151.79,-0.224,46.2
2021-06-07,NVIDIA,152.85,0.696,78.8
2021-06-08,NVIDIA,154.84,1.304,35.8
2021-06-09,NVIDIA,153.31,-0.986,108.4
2021-06-10,NVIDIA,154.45,0.742,81.7
2021-06-11,NVIDIA,154.76,0.2,92.7
2021-06-14,NVIDIA,155.57,0.521,66.0
2021-06-15,NVIDIA,156.82,0.809,69.0
2021-06-16,NVIDIA,157.29,0.297,88.6
2021-06-17,NVIDIA,157.88,0.374,45.1
2021-06-18,NVIDIA,158.34,0.295,69.3
2021-06-21,NVIDIA,160.34,1.259,54.2
2021-06-22,NVIDIA,161.66,0.822,53.3
2021-06-23,NVIDIA,162.74,0.672,16.7
2021-06-24,NVIDIA,161.91,-0.512,120.2
2021-06-25,NVIDIA,162.25,0.21,59.4
2021-06-28,NVIDIA,164.28,1.249,114.9
2021-06-29,NVIDIA,165.2,0.564,112.1
2021-06-30,NVIDIA,166.98,1.075,41.4
2021-07-01,NVIDIA,170.29,1.984,47.3
2021-07-02,NVIDIA,172.68,1.402,156.8
2021-07-05,NVIDIA,173.8,0.648,132.5
2021-07-06,NVIDIA,174.09,0.171,79.1
2021-07-07,NVIDIA,171.58,-1.444,87.7
2021-07-08,NVIDIA,172.37,0.462,61.1
2021-07-09,NVIDIA,172.96,0.343,93.0
2021-07-12,NVIDIA,174.57,0.926,58.5
2021-07-13,NVIDIA,175.43,0.494,19.0
2021-07-14,NVIDIA,176.07,0.366,40.4
2021-07-15,NVIDIA,174.67,-0.794,80.6
2021-07-16,NVIDIA,174.46,-0.121,46.1
2021-07-19,NVIDIA,176.24,1.021,78.0
2021-07-20,NVIDIA,179.82,2.032,47.8
2021-07-21,NVIDIA,180.84,0.565,56.5
2021-07-22,NVIDIA,182.48,0.911,105.6
2021-07-23,NVIDIA,185.07,1.418,87.4
2021-07-26,NVIDIA,185.07,-0.0,79.7
2021-07-27,NVIDIA,186.83,0.948,106.4
2021-07-28,NVIDIA,186.93,0.058,94.4
2021-07-29,NVIDIA,189.46,1.352,123.4
2021-07-30,NVIDIA,190.93,0.775,66.2
2021-08-02,NVIDIA,192.64,0.894,67.1
2021-08-03,NVIDIA,192.68,0.024,41.0
2021-08-04,NVIDIA,195.04,1.222,67.1
2021-08-05,NVIDIA,199.61,2.343,108.9
2021-08-06,NVIDIA,199.29,-0.16,119.0
2021-08-09,NVIDIA,200.03,0.373,108.8
2021-08-10,NVIDIA,201.69,0.831,26.2
2021-08-11,NVIDIA,204.27,1.277,112.5
2021-08-12,NVIDIA,204.66,0.189,24.8
2021-08-13,NVIDIA,201.34,-1.62,106.9
2021-08-16,NVIDIA,204.83,1.732,69.0
2021-08-17,NVIDIA,207.37,1.242,101.1
2021-08-18,NVIDIA,205.77,-0.77,40.0
2021-08-19,NVIDIA,206.04,0.131,115.1
2021-08-20,NVIDIA,209.92,1.884,36.1
2021-08-23,NVIDIA,213.66,1.781,59.9
2021-08-24,NVIDIA,216.57,1.362,50.1
2021-08-25,NVIDIA,217.56,0.457,27.4
2021-08-26,NVIDIA,219.0,0.66,82.8
2021-08-27,NVIDIA,220.05,0.481,134.2
2021-08-30,NVIDIA,223.34,1.492,160.0
2021-08-31,NVIDIA,223.05,-0.128,82.9
2021-09-01,NVIDIA,222.88,-0.079,113.5
2021-09-02,NVIDIA,225.94,1.377,87.0
2021-09-03,NVIDIA,227.11,0.518,95.0
2021-09-06,NVIDIA,230.89,1.661,69.7
2021-09-07,NVIDIA,230.89,0.0,85.9
2021-09-08,NVIDIA,232.01,0.487,96.1
2021-09-09,NVIDIA,231.51,-0.216,62.6
2021-09-10,NVIDIA,232.72,0.521,77.7
2021-09-13,NVIDIA,231.15,-0.675,78.2
2021-09-14,NVIDIA,231.39,0.107,104.8
2021-09-15,NVIDIA,229.87,-0.658,48.0
2021-09-16,NVIDIA,232.26,1.04,78.5
2021-09-17,NVIDIA,234.7,1.05,137.4
2021-09-20,NVIDIA,232.55,-0.918,114.9
2021-09-21,NVIDIA,236.11,1.531,120.5
2021-09-22,NVIDIA,241.94,2.471,80.7
2021-09-23,NVIDIA,243.08,0.471,89.6
2021-09-24,NVIDIA,242.86,-0.089,110.1
2021-09-27,NVIDIA,249.44,2.709,126.8
2021-09-28,NVIDIA,247.82,-0.649,21.5
2021-09-29,NVIDIA,248.84,0.41,40.5
2021-09-30,NVIDIA,250.15,0.528,119.3
2021-10-01,NVIDIA,253.8,1.459,71.7
